Fecha,PM2.5 (ug/m³),tavg,prcp,wdir,wspd,pres,tavg_pres,tavg_wspd,prcp_pres
2022-10-20,12.0,16.9,0.0,56.0,6.4,1020.0,17238.0,108.16,0.0
2022-10-21,16.0,19.2,0.0,90.0,7.1,1015.5,19497.6,136.32,0.0
2022-10-22,14.0,21.0,0.0,134.0,8.8,1012.0,21252.0,184.8,0.0
2022-10-23,23.0,22.2,0.8,131.0,8.6,1009.1,22402.02,190.92,807.2800000000001
2022-10-24,28.0,25.2,0.0,122.0,8.3,1007.4,25386.48,209.16000000000003,0.0
2022-10-25,8.0,21.6,0.0,23.0,13.4,1015.6,21936.960000000003,289.44000000000005,0.0
2022-10-26,11.0,20.4,0.0,125.0,10.4,1014.8,20701.92,212.16,0.0
2022-10-27,16.0,21.4,0.0,133.0,8.5,1011.2,21639.68,181.89999999999998,0.0
2022-10-28,11.0,23.1,0.0,354.0,12.8,1013.7,23416.47,295.68,0.0
2022-10-29,11.0,18.8,0.0,345.0,7.2,1019.6,19168.48,135.36,0.0
2022-10-30,11.0,18.9,0.0,162.0,8.3,1015.8,19198.62,156.87,0.0
2022-10-31,21.0,19.1,2.7,116.0,8.7,1013.6,19359.760000000002,166.17,2736.7200000000003
2022-11-01,11.0,20.6,5.7,351.0,10.9,1017.3,20956.38,224.54000000000002,5798.61
2022-11-02,14.0,20.1,2.8,124.0,9.7,1019.7,20495.97,194.97,2855.16
2022-11-03,15.0,22.8,0.1,133.0,9.7,1014.4,23128.32,221.16,101.44
2022-11-04,23.0,24.0,0.0,119.0,10.5,1008.9,24213.6,252.0,0.0
2022-11-05,8.0,21.6,0.0,8.0,13.0,1013.2,21885.120000000003,280.8,0.0
2022-11-06,16.0,21.4,0.0,225.0,6.2,1011.7,21650.38,132.68,0.0
2022-11-07,17.0,23.3,0.8,126.0,12.9,1016.3,23679.79,300.57,813.04
2022-11-08,5.0,23.8,0.4,117.0,16.8,1018.5,24240.3,399.84000000000003,407.40000000000003
2022-11-09,9.0,23.2,0.9,124.0,15.1,1016.7,23587.44,350.32,915.0300000000001
2022-11-10,17.0,23.1,0.0,126.0,9.5,1010.3,23337.93,219.45000000000002,0.0
2022-11-11,17.363128491620113,23.7,0.0,54.0,12.3,1008.3,23896.71,291.51,0.0
2022-11-12,17.363128491620113,15.3,0.2,8.0,13.7,1022.3,15641.19,209.60999999999999,204.46
2022-11-13,5.0,12.3,0.0,109.0,10.2,1021.1,12559.53,125.46,0.0
2022-11-14,15.0,16.6,0.0,337.0,6.6,1013.3,16820.780000000002,109.56,0.0
2022-11-15,8.0,15.1,0.0,46.0,11.6,1023.2,15450.32,175.16,0.0
2022-11-16,11.0,11.1,0.0,8.0,7.8,1027.9,11409.69,86.58,0.0
2022-11-17,14.0,9.2,0.0,7.0,8.5,1029.3,9469.56,78.19999999999999,0.0
2022-11-18,11.0,9.9,3.4,62.0,5.2,1023.9,10136.61,51.480000000000004,3481.2599999999998
2022-11-19,6.0,9.1,4.6,346.0,17.8,1025.8,9334.779999999999,161.98,4718.679999999999
2022-11-20,5.0,7.1,0.8,1.0,10.5,1029.3,7308.03,74.55,823.44
2022-11-21,12.0,8.2,0.1,344.0,6.1,1027.7,8427.14,50.019999999999996,102.77000000000001
2022-11-22,18.0,11.5,0.0,348.0,5.8,1025.0,11787.5,66.7,0.0
2022-11-23,26.0,13.8,0.0,102.0,5.9,1018.3,14052.54,81.42000000000002,0.0
2022-11-24,37.0,18.5,0.0,276.0,7.3,1011.3,18709.05,135.04999999999998,0.0
2022-11-25,11.0,15.8,1.0,354.0,13.2,1016.3,16057.54,208.56,1016.3
2022-11-26,13.0,14.3,0.0,97.0,11.1,1016.4,14534.52,158.73,0.0
2022-11-27,14.0,16.9,0.0,308.0,6.0,1013.1,17121.39,101.39999999999999,0.0
2022-11-28,14.0,17.5,0.0,34.0,7.3,1013.1,17729.25,127.75,0.0
2022-11-29,16.0,21.4,0.0,189.0,5.8,1009.3,21599.019999999997,124.11999999999999,0.0
2022-11-30,16.0,16.1,0.1,346.0,14.0,1020.5,16430.050000000003,225.40000000000003,102.05000000000001
2022-12-01,29.0,13.2,0.0,127.0,5.9,1024.2,13519.44,77.88,0.0
2022-12-03,46.0,18.2,0.3,322.0,6.3,1023.8,18633.16,114.66,307.14
2022-12-04,19.0,18.7,4.0,121.0,6.2,1021.3,19098.309999999998,115.94,4085.2
2022-12-05,29.0,20.5,0.0,145.0,5.3,1013.5,20776.75,108.64999999999999,0.0
2022-12-06,30.0,20.3,0.0,57.0,5.7,1013.1,20565.93,115.71000000000001,0.0
2022-12-07,24.0,20.1,2.1,91.0,6.7,1018.3,20467.83,134.67000000000002,2138.43
2022-12-08,33.0,19.8,0.0,99.0,4.8,1019.3,20182.14,95.04,0.0
2022-12-09,36.0,18.9,0.4,117.0,5.0,1016.8,19217.519999999997,94.5,406.72
2022-12-10,41.0,19.9,0.4,118.0,5.7,1014.8,20194.519999999997,113.42999999999999,405.92
2022-12-11,29.0,20.6,0.0,6.0,6.1,1015.7,20923.420000000002,125.66,0.0
2022-12-12,29.0,19.5,0.0,160.0,6.7,1011.3,19720.35,130.65,0.0
2022-12-13,21.0,20.3,0.0,174.0,6.5,1005.5,20411.65,131.95000000000002,0.0
2022-12-14,13.0,17.3,0.0,4.0,13.5,1010.8,17486.84,233.55,0.0
2022-12-15,14.0,14.8,0.0,128.0,7.5,1015.7,15032.36,111.0,0.0
2022-12-16,16.0,15.8,0.0,4.0,8.0,1014.9,16035.42,126.4,0.0
2022-12-17,9.0,12.3,0.0,32.0,15.4,1021.2,12560.760000000002,189.42000000000002,0.0
2022-12-18,13.0,9.8,0.0,114.0,7.3,1021.8,10013.64,71.54,0.0
2022-12-19,23.0,14.4,0.0,349.0,6.1,1018.6,14667.84,87.84,0.0
2022-12-20,20.0,15.0,0.0,7.0,7.7,1024.4,15366.000000000002,115.5,0.0
2022-12-21,17.0,11.0,0.3,131.0,11.0,1022.0,11242.0,121.0,306.59999999999997
2022-12-22,32.0,14.7,0.0,8.0,9.1,1016.7,14945.49,133.76999999999998,0.0
2022-12-23,11.0,1.7,0.0,352.0,14.4,1035.4,1760.18,24.48,0.0
2022-12-24,16.0,1.1,0.0,62.0,9.3,1035.3,1138.8300000000002,10.230000000000002,0.0
2022-12-25,36.0,3.6,0.0,132.0,6.8,1030.6,3710.16,24.48,0.0
2022-12-26,30.0,9.4,0.0,327.0,6.2,1024.2,9627.480000000001,58.28,0.0
2022-12-27,14.0,11.0,0.0,229.0,8.2,1024.4,11268.400000000001,90.19999999999999,0.0
2022-12-28,20.0,15.0,0.0,186.0,6.9,1013.4,15201.0,103.5,0.0
2022-12-29,15.0,19.1,0.0,330.0,10.0,1011.8,19325.38,191.0,0.0
2022-12-30,19.0,18.1,0.0,319.0,5.1,1014.5,18362.45,92.31,0.0
2022-12-31,18.0,18.0,0.0,166.0,7.1,1015.6,18280.8,127.8,0.0
